,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
63,Wildfire,Paradise Valley,John Mayer,2013-08-20,253493,61,0.719,0.15,0.719,0.665,0.00092,0.144,-8.589,0.0331,96.999,4
64,Why Georgia,Room For Squares,John Mayer,2001-08-16,268973,63,0.608,0.0208,0.608,0.639,5.94e-05,0.0893,-7.205,0.0246,96.915,4
65,Budapest,Wanted on Voyage,George Ezra,2014-06-27,200720,6,0.714,0.0883,0.714,0.451,0.0,0.108,-8.268,0.0276,127.787,4
68,Whispers in the Dark,Babel (Deluxe Version),Mumford & Sons,2012-09-25,195866,46,0.385,0.00382,0.385,0.73,0.00278,0.123,-7.82,0.0409,134.659,4
69,Babel,Babel (Deluxe Version),Mumford & Sons,2012-09-25,208933,55,0.373,0.0253,0.373,0.813,0.000227,0.0826,-6.13,0.0543,80.465,4
70,We Are Never Ever Getting Back Together,Red (Deluxe Edition),Taylor Swift,2012-10-22,193146,66,0.628,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,4
71,Charlie Brown,Mylo Xyloto,Coldplay,2011-10-24,285159,67,0.43,0.0212,0.43,0.74,0.00165,0.33,-7.072,0.0375,137.978,4
72,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,242373,80,0.486,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,4
73,Church,Everyday Life,Coldplay,2019-11-22,230013,1,0.449,0.00865,0.449,0.736,0.145,0.147,-6.98,0.0368,123.973,4
74,Commander,Here I Am (Int'l Version),Kelly Rowland,2011-01-01,218106,59,0.395,0.0173,0.395,0.876,8.46e-06,0.362,-3.859,0.138,124.638,4
75,Africa,Toto IV,TOTO,1982-04-08,295893,83,0.671,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,4
76,You Make My Dreams (Come True),The Essential Daryl Hall & John Oates,Daryl Hall & John Oates,2005-04-25,190706,61,0.737,0.261,0.737,0.569,0.308,0.046,-6.702,0.0552,167.202,4
77,9 to 5,The Essential Dolly Parton,Dolly Parton,2005-06-28,180906,49,0.56,0.229,0.56,0.606,6.12e-06,0.0637,-10.866,0.0398,103.726,4
79,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984-06-04,241306,79,0.527,0.0115,0.527,0.942,0.0,0.188,-5.64,0.0366,148.723,4
80,You Can Call Me Al,Graceland (25th Anniversary Deluxe Edition),Paul Simon,1986-08-12,280000,75,0.776,0.182,0.776,0.763,0.00647,0.077,-8.124,0.0534,128.433,4
81,Only the Good Die Young,The Stranger (Legacy Edition),Billy Joel,1977,235560,66,0.579,0.159,0.579,0.872,0.0,0.0935,-6.126,0.159,76.214,4
90,Livin' On A Prayer,Slippery When Wet,Bon Jovi,1986-01-01,249293,1,0.534,0.0768,0.534,0.887,9.93e-05,0.325,-3.777,0.0345,122.494,4
91,L-O-V-E,The Extraordinary,Nat King Cole,2014-05-23,153040,0,0.576,0.746,0.576,0.246,4.91e-06,0.0662,-11.909,0.0557,78.58,4
92,My Cherie Amour,My Cherie Amour,Stevie Wonder,1969-08-01,173306,0,0.57,0.282,0.57,0.523,2.69e-06,0.248,-11.052,0.0277,101.137,4
94,Mercy Mercy Me (The Ecology),What's Going On - 40th Anniversary (Super Deluxe),Marvin Gaye,1971-05-21,196506,1,0.495,0.116,0.495,0.775,0.366,0.127,-8.241,0.0394,93.423,4
95,Bonnie And Clyde,Bonnie And Clyde,Serge Gainsbourg,1968,255893,0,0.415,0.0162,0.415,0.644,0.00104,0.109,-10.572,0.0442,97.494,4
96,How Deep Is Your Love,Greatest,Bee Gees,1979-01-01,245200,74,0.633,0.105,0.633,0.357,0.0,0.133,-9.366,0.0264,104.938,4
97,Tragedy,Spirits Having Flown,Bee Gees,1979-02-05,303333,66,0.665,0.0889,0.665,0.532,0.0109,0.296,-10.793,0.0277,117.955,4
99,Through the Fire,I Feel for You,Chaka Khan,1984,288653,61,0.563,0.192,0.563,0.593,1.85e-05,0.145,-7.099,0.0322,130.744,4
0,Short Nigun,Shake off the Dust...Arise,Matisyahu,2004-10-28,106333,31,0.559,0.769,0.559,0.415,0.361,0.316,-8.812,0.0301,83.042,4
1,Hinei Mah Tov,A Spark of Light,Elana Arian,2017-11-14,191480,17,0.736,0.63,0.736,0.545,0.00244,0.116,-8.694,0.0304,107.932,4
2,Olam Chesed Yibaneh,Songs of Ascent,Devekut,2019-02-18,286069,3,0.203,0.495,0.203,0.514,3.57e-05,0.0946,-7.968,0.0319,79.87,4
3,Shalom Aleichem,Unbroken,Joe Buchanan,2016-05-20,346426,6,0.55,0.531,0.55,0.559,0.158,0.24,-10.599,0.0274,110.04,4
4,L'cha Dodi,A Spark of Light,Elana Arian,2017-11-14,252986,7,0.596,0.459,0.596,0.481,0.0,0.235,-9.428,0.0366,89.957,4
5,Mi Chamocha,Nefesh Mountain,Nefesh Mountain,2016-05-20,250428,23,0.569,0.38,0.569,0.74,0.244,0.171,-6.345,0.0265,139.945,4
6,Ahavat Olam,Ahavat Olam,The Platt Brothers,2020-09-16,188597,33,0.436,0.548,0.436,0.196,0.00126,0.105,-12.11,0.0271,73.049,4
7,Mi Shebeirach,The World Is a Narrow Bridge,Various Artists,2004-01-01,258306,24,0.249,0.773,0.249,0.175,1.99e-06,0.107,-11.619,0.0288,87.286,4
8,Oseh Shalom,Waking Heart,Nava Tehila,2013-05-22,266493,24,0.339,0.314,0.339,0.795,2.34e-06,0.267,-5.753,0.0393,107.06,4
9,And You Shall Love (feat. Daniel Warshawsky),Mah Rabu,Josh Warshawsky,2015-11-01,278600,7,0.54,0.154,0.54,0.775,0.0,0.235,-7.382,0.0333,104.034,4
10,Lecha Dodi (Hachamah),Chaverai Nevarech,Josh Warshawsky,2018-10-16,369845,22,0.289,0.325,0.289,0.397,0.0,0.155,-7.455,0.0297,145.064,4
0,Havdalah,Mah Rabu,Josh Warshawsky,2015-11-01,212840,5,0.493,0.505,0.493,0.503,0.000875,0.114,-9.127,0.0241,80.017,4
1,"Separation - Live at the Jerusalem YMCA, December 29, 2018","Havdalah: Live from Jerusalem, a Collection of Traditions from the Jewish Diaspora (Live at the Jerusalem YMCA, December 29, 2018)",Cantor Azi Schwartz,2019-08-10,219568,6,0.554,0.949,0.554,0.319,0.00213,0.11,-11.225,0.0313,135.935,3
2,Eliyahu Hanavi,Breslever Melave Malka,Yosef Karduner,2010-09-02,300240,21,0.368,0.75,0.368,0.411,0.0,0.368,-5.103,0.0266,97.438,3
3,Miriam's Song,Celebrate Passover,Various Artists,2000-01-01,149160,24,0.423,0.437,0.423,0.617,0.0,0.111,-6.687,0.0315,127.945,4
0,Avinu Malkeinu,Higher Ground,Barbra Streisand,1997-10-28,246960,33,0.211,0.971,0.211,0.236,0.0892,0.108,-12.052,0.0393,130.252,3
1,Avinu Malkeinu,Avinu Malkeinu,Shulem,2016-07-08,238599,23,0.189,0.954,0.189,0.257,0.00375,0.144,-10.28,0.0335,135.178,3
2,"Kol Nidre - From ""The Jazz Singer"" Soundtrack",The Jazz Singer (Original Songs From The Motion Picture),Neil Diamond,1980-11-10,98133,28,0.168,0.819,0.168,0.133,5.17e-06,0.176,-26.202,0.0393,112.249,5
3,Kol Nidrei,Eternal Echoes: Songs and Dances for the Soul,Itzhak Perlman,2012-08-31,525920,15,0.164,0.978,0.164,0.196,0.012,0.0632,-12.205,0.0422,173.717,5
0,Chanukah Prayer,A Holiday Carole (Deluxe Edition),Carole King,2011-01-01,189253,0,0.327,0.8,0.327,0.169,0.00392,0.108,-14.309,0.0351,83.205,4
1,Al Hanissim,A Maccabeats Hanukkah,Maccabeats,2015-11-07,199440,39,0.67,0.272,0.67,0.714,0.0,0.098,-5.615,0.164,127.982,4
2,Mi Yemallel,A Maccabeats Hanukkah,Maccabeats,2015-11-07,182506,34,0.318,0.212,0.318,0.625,0.0,0.222,-6.586,0.0391,94.983,4
3,Hanerot Hallalu,A Maccabeats Hanukkah,Maccabeats,2015-11-07,246426,34,0.332,0.692,0.332,0.625,0.0,0.288,-6.34,0.0513,121.719,4
4,Maoz Tzur,A Maccabeats Hanukkah,Maccabeats,2015-11-07,229160,44,0.144,0.904,0.144,0.346,0.0,0.105,-6.221,0.0301,185.032,3
5,Light Up the Nights,A Maccabeats Hanukkah,Maccabeats,2015-11-07,191386,36,0.658,0.118,0.658,0.734,0.0,0.11,-5.918,0.0308,127.989,4
6,Happy Hanukkah,Happy Hanukkah,Matisyahu,2012-11-20,226000,47,0.544,0.00722,0.544,0.868,0.0,0.0927,-3.457,0.0903,179.961,4
7,Hanukkah Dance,Hanukkah+,Various Artists,2019-11-22,114453,22,0.582,0.694,0.582,0.588,0.0138,0.18,-6.425,0.0281,114.298,4
8,"Sevivon Sov, Sov, Sov",Hanukkah Swings,Kenny Ellis,2005-08-16,199866,0,0.445,0.488,0.445,0.496,0.0,0.225,-6.822,0.0873,180.041,4
9,Miracle,Miracle,Matisyahu,2011,187000,39,0.719,0.00827,0.719,0.818,0.0,0.314,-4.783,0.0467,110.963,4
10,Eternal Light (A Chanukah Song),Faith - A Holiday Album,Kenny G,1999-11-15,171493,36,0.349,0.918,0.349,0.277,0.869,0.133,-13.045,0.0343,69.988,5
11,Can I Interest You In Hannukah?,A Colbert Christmas: The Greatest Gift of All,Stephen Colbert,2008,179400,36,0.615,0.648,0.615,0.259,0.0,0.13,-8.623,0.106,111.741,3
12,Christmastime for the Jews (Saturday Night Live / SNL),Christmastime for the Jews (Saturday Night Live / SNL),TV Funhouse,2018-12-19,134792,0,0.692,0.739,0.692,0.795,2.52e-06,0.174,-4.038,0.0615,130.098,3
13,Oh Hanukkah,Hanukkah+,Various Artists,2019-11-22,115266,42,0.754,0.763,0.754,0.553,0.0,0.354,-7.861,0.586,82.443,4
1,Dreidels Of Fire,Hanukkah+,Various Artists,2019-11-22,148933,22,0.75,0.118,0.75,0.5,9.6e-05,0.136,-7.691,0.0601,106.927,4
2,Eight Candles,Hanukkah+,Various Artists,2019-11-22,152253,36,0.556,0.492,0.556,0.552,0.035,0.137,-10.913,0.0302,113.866,4
3,If It Be Your Will,Hanukkah+,Various Artists,2019-11-22,222533,36,0.426,0.912,0.426,0.329,5.43e-05,0.111,-11.035,0.0308,139.401,3
4,"Sing It Now, Sing It Somehow",Hanukkah+,Various Artists,2019-11-22,206386,20,0.573,0.0613,0.573,0.716,0.199,0.19,-4.948,0.0285,82.0,4
5,Hanukkah In '96,Hanukkah+,Various Artists,2019-11-22,166666,30,0.827,0.147,0.827,0.449,0.941,0.146,-8.134,0.0466,125.986,4
6,Give You Everything,Hanukkah+,Various Artists,2019-11-22,222400,29,0.616,0.565,0.616,0.427,0.000515,0.122,-7.549,0.025,101.922,4
7,Dedication,Hanukkah+,Various Artists,2019-11-22,175653,18,0.755,0.445,0.755,0.433,0.795,0.11,-10.709,0.0528,101.603,3
8,Eight Nights A Week,Hanukkah+,Various Artists,2019-11-22,176906,18,0.732,0.58,0.732,0.441,0.0,0.274,-6.328,0.0588,100.356,4
10,Sanctuary,Hanukkah+,Various Artists,2019-11-22,231413,16,0.566,0.857,0.566,0.192,0.0108,0.108,-12.954,0.0275,74.886,4
11,Chad Gadya - Passover Bonus,Hanukkah+,Various Artists,2019-11-22,155533,21,0.629,0.694,0.629,0.405,0.0,0.906,-11.076,0.92,85.41,5
0,Dayenu,Dayenu,Maccabeats,2015-03-26,241520,23,0.398,0.503,0.398,0.496,0.0,0.0969,-7.521,0.0437,129.876,4
1,Break Free,My Everything,Ariana Grande,2014-08-21,214840,0,0.68,0.00756,0.68,0.692,4.52e-05,0.202,-5.304,0.0463,129.943,4
3,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,2018-08-17,213309,77,0.781,0.0119,0.781,0.768,4.91e-06,0.325,-5.991,0.0394,123.07,4
5,God's Plan,Scorpion,Drake,2018-06-29,198973,83,0.754,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4
7,Freedom! '90 - Remastered,Listen Without Prejudice / MTV Unplugged (Deluxe),George Michael,2017-10-20,390861,70,0.677,0.225,0.677,0.852,3.95e-05,0.0595,-10.856,0.045,91.691,4
8,Freedom,Freedom,Pharrell Williams,2015-07-02,162466,63,0.428,0.395,0.428,0.559,3.56e-05,0.136,-6.374,0.067,86.459,4
9,Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,83,0.418,0.588,0.418,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,4
10,Seder Crew,Vol. 7 - Blessings / Brachot,Six13,2017-03-31,222320,12,0.619,0.135,0.619,0.686,0.0,0.219,-6.237,0.0784,191.901,4
11,Keep Your Head Up,Out of the Box,Maccabeats,2012-03-28,190186,17,0.669,0.696,0.669,0.726,0.0,0.103,-7.613,0.0617,89.899,4
13,Mi Chamocha,A Spark of Light,Elana Arian,2017-11-14,229746,11,0.549,0.544,0.549,0.542,0.000428,0.118,-8.371,0.0298,109.045,4
15,Uptown Passover,Vol. 6: Thirteen,Six13,2015-03-27,271546,12,0.848,0.32,0.848,0.654,0.0,0.0477,-4.569,0.263,114.962,4
16,Chad Gadya,The Perfect Dream,Shulem,2019-11-15,244226,14,0.551,0.955,0.551,0.53,0.0,0.309,-7.92,0.104,144.894,4
18,Ma Nishtana,Ma Nishtana,Gad Elbaz,2015-04-01,188911,18,0.585,0.0638,0.585,0.589,0.0,0.174,-7.566,0.0256,117.989,4
20,Mah Nishtana,Seder Song Revival,Elana Jagoda,2014-04-03,259626,10,0.696,0.00572,0.696,0.776,1.42e-05,0.0717,-6.374,0.0379,98.094,4
21,Les Misérables,One Day More,Maccabeats,2014-03-24,339415,25,0.443,0.825,0.443,0.482,0.0,0.116,-7.886,0.0398,139.724,3
23,Yatzah Mimitzrayim,A Spark of Light,Elana Arian,2017-11-14,240253,6,0.564,0.782,0.564,0.397,0.0,0.111,-9.929,0.0271,126.012,4
26,Hold Back The River,Chaos And The Calm,James Bay,2014-12-15,238746,64,0.715,0.0526,0.715,0.715,0.0,0.0936,-7.364,0.0904,134.923,4
27,Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,76,0.731,0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4
28,Revolution - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,1973-04-02,205293,65,0.407,0.0734,0.407,0.834,0.00021,0.241,-9.224,0.208,121.38,4
29,The Prince Of Egypt (When You Believe) - The Prince Of Egypt/Soundtrack Version,The Prince of Egypt,Various Artists,1998-01-01,301573,46,0.345,0.516,0.345,0.316,0.0,0.108,-11.425,0.0348,125.191,4
0,Hatrið mun sigra,Söngvakeppnin 2019,Various Artists,2019-01-27,178920,46,0.569,0.000804,0.569,0.672,1.46e-05,0.0902,-9.721,0.0756,109.925,3
1,Fuego,Fuego,Eleni Foureira,2018-05-19,183397,57,0.586,0.0558,0.586,0.739,0.0,0.579,-4.584,0.105,101.033,4
5,Soldi,Gioventù Bruciata,Mahmood,2019-02-22,195133,66,0.729,0.0361,0.729,0.589,0.0,0.305,-9.871,0.0483,95.065,4
10,Rise Like a Phoenix,Conchita,Conchita Wurst,2015-05-15,183000,46,0.425,0.142,0.425,0.503,0.0,0.105,-6.324,0.0256,81.653,4
0,Santa's Coming for Us,Everyday Is Christmas,Sia,2017-11-17,206533,7,0.669,0.0205,0.669,0.854,0.0,0.047,-4.486,0.0999,93.057,4
1,Candy Cane Lane,Everyday Is Christmas,Sia,2017-11-17,212386,4,0.589,0.00366,0.589,0.91,4.87e-05,0.0843,-4.206,0.0623,130.017,4
2,Puppies Are Forever,Everyday Is Christmas,Sia,2017-11-17,223360,0,0.462,0.0241,0.462,0.944,0.0,0.134,-3.588,0.141,169.926,4
3,All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-11-01,241106,91,0.336,0.164,0.336,0.627,0.0,0.0708,-7.463,0.0384,150.273,4
4,It's the Most Wonderful Time of the Year,Christmas Hits,Various Artists,2013-09-20,165933,0,0.194,0.727,0.194,0.599,0.0,0.194,-6.897,0.0368,202.059,3
5,When Christmas Comes,When Christmas Comes,Mariah Carey,2011-01-01,285240,40,0.601,0.319,0.601,0.664,0.0,0.248,-5.157,0.0503,77.082,4
6,Candy Cane Christmas,Candy Cane Christmas,Darius Rucker,2009-01-01,202960,0,0.443,0.684,0.443,0.492,0.0,0.109,-7.575,0.0285,85.125,4
7,In The Bleak Midwinter,Noël,The Priests,2010-11-02,220960,22,0.205,0.931,0.205,0.191,0.104,0.113,-14.858,0.0371,82.974,4
8,What Are You Doing New Year's Eve?,"Merry Christmas, Baby",Rod Stewart,2012-01-01,221826,43,0.356,0.94,0.356,0.264,0.0,0.107,-10.084,0.0354,77.365,4
9,Auld Lang Syne,"Merry Christmas, Baby",Rod Stewart,2012-01-01,225360,43,0.376,0.63,0.376,0.384,0.0,0.119,-7.751,0.0281,77.997,4
10,Christmas Lights,Christmas Lights,Coldplay,2010-12-01,242495,76,0.312,0.131,0.312,0.418,0.000679,0.0836,-9.146,0.0296,130.795,4
11,Ding Dong! Merrily on High,Let It Snow,Chanticleer,2007-10-15,72506,14,0.362,0.994,0.362,0.236,0.00214,0.211,-17.89,0.053,93.783,4
12,White Christmas,White Christmas,Bing Crosby,2010-01-01,183613,0,0.225,0.912,0.225,0.248,0.000143,0.404,-15.871,0.0337,96.013,4
13,Happy Christmas (War Is Over),Happy Christmas (War Is Over),Maroon 5,2007-01-01,207080,50,0.436,0.933,0.436,0.15,0.0,0.103,-10.784,0.0307,143.072,3
14,Mele Kalikimaka,Holiday For Swing!,Seth MacFarlane,2014-09-30,153533,45,0.705,0.675,0.705,0.442,4.01e-06,0.117,-7.603,0.0446,111.972,4
19,Oh Hanukkah,A Maccabeats Hanukkah,Maccabeats,2015-11-07,63333,46,0.645,0.585,0.645,0.654,0.0,0.399,-5.473,0.0407,131.972,4
20,Christmas (Baby Please Come Home),Christmas,Michael Bublé,2011-10-14,187920,57,0.495,0.000942,0.495,0.793,8.29e-06,0.0791,-5.696,0.03,125.998,4
21,Home - feat. Michael Bublé,"Cheers, it's Christmas.",Blake Shelton,2012-10-02,227040,0,0.576,0.583,0.576,0.455,2.73e-05,0.0912,-7.587,0.0267,127.856,4
0,Bringing Back the Sunshine,BRINGING BACK THE SUNSHINE,Blake Shelton,2014-09-30,242093,39,0.582,0.0207,0.582,0.837,1.56e-05,0.11,-5.218,0.0526,138.981,4
1,Chicken Fried,The Foundation,Zac Brown Band,2008-11-17,238146,3,0.566,0.645,0.566,0.713,0.0,0.114,-4.25,0.0417,169.864,4
2,"Bem, Bem, Maria",!Volare! The Very Best of the Gipsy Kings,Gipsy Kings,2000-09-05,183760,39,0.682,0.663,0.682,0.892,0.0137,0.111,-9.38,0.0706,117.726,4
4,Imaginary Parties,Future Friends - Part One,Superfruit,2017-06-30,194800,42,0.616,0.0409,0.616,0.708,0.0,0.143,-4.011,0.224,177.945,4
5,Hey Mamma - Radio Edit,Hey Mamma,Sunstroke Project,2017-06-06,179625,15,0.832,0.233,0.832,0.807,0.0102,0.0681,-5.944,0.112,110.094,4
6,This Girl (Kungs Vs. Cookin' On 3 Burners),Layers,Kungs,2016-11-04,195546,78,0.792,0.0927,0.792,0.717,3.59e-05,0.226,-4.759,0.0393,121.985,4
7,Bad 4 Us,Future Friends - Part One,Superfruit,2017-06-30,227040,39,0.722,0.0175,0.722,0.856,0.0,0.156,-3.961,0.0315,110.012,4
1,WILD,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,227871,55,0.581,0.0235,0.581,0.725,0.0,0.304,-5.349,0.0592,89.989,4
4,Fuego,Fuego,Eleni Foureira,2018-03-09,183675,0,0.589,0.0648,0.589,0.758,0.0,0.606,-4.578,0.117,101.037,4
5,Imaginary Parties,Future Friends,Superfruit,2017-09-15,194800,34,0.616,0.0409,0.616,0.708,0.0,0.143,-4.011,0.224,177.945,4
6,Bad 4 Us,Future Friends,Superfruit,2017-09-15,227040,35,0.722,0.0175,0.722,0.856,0.0,0.156,-3.961,0.0315,110.012,4
7,Worth It (Perfect),Future Friends,Superfruit,2017-09-15,177560,33,0.661,0.0129,0.661,0.473,5.72e-05,0.0811,-7.045,0.129,95.837,4
8,Vacation,Future Friends,Superfruit,2017-09-15,228093,33,0.666,0.0125,0.666,0.855,0.0,0.0839,-3.5,0.0749,119.998,4
9,Future Friends,Future Friends,Superfruit,2017-09-15,203240,33,0.757,0.15,0.757,0.652,0.0,0.0702,-5.213,0.16,110.943,4
10,Hurry Up!,Future Friends,Superfruit,2017-09-15,207320,36,0.848,0.149,0.848,0.554,0.0,0.0458,-5.737,0.106,116.967,4
11,Deny U,Future Friends,Superfruit,2017-09-15,206946,36,0.508,0.3,0.508,0.611,0.0,0.118,-4.519,0.22,100.642,4
12,Goodbye From Lonely,Future Friends,Superfruit,2017-09-15,231706,37,0.756,0.439,0.756,0.663,0.0,0.371,-3.84,0.0334,117.004,4
13,Fantasy (feat. Amber Liu),Future Friends,Superfruit,2017-09-15,212973,41,0.812,0.0473,0.812,0.86,0.0,0.0325,-4.884,0.197,133.075,4
14,Keep Me Coming,Future Friends,Superfruit,2017-09-15,165773,32,0.798,0.116,0.798,0.666,0.0,0.108,-4.26,0.117,113.016,4
15,Everything (feat. Inara George),Future Friends,Superfruit,2017-09-15,225173,34,0.767,0.113,0.767,0.766,0.0,0.271,-3.317,0.0771,126.049,4
16,Ultimatum - Edit,Ultimatum,Disclosure,2018-05-17,213381,53,0.838,0.303,0.838,0.706,0.863,0.0712,-7.626,0.067,118.017,4
17,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,69,0.728,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4
18,Attention,Voicenotes,Charlie Puth,2018-05-11,208786,82,0.775,0.109,0.775,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,4
23,Blame It on the Boogie,The Essential Michael Jackson,Michael Jackson,2005-07-19,210533,56,0.754,0.0699,0.754,0.759,0.0,0.105,-6.781,0.091,113.419,4
26,Dancing Queen,Arrival,ABBA,1976,230693,2,0.539,0.382,0.539,0.884,0.00166,0.76,-6.53,0.0403,100.812,4
29,Believe - Single Version,The Best Of Cher Volume 2 20th Century Masters The Millennium Collection,Cher,2004-01-01,238853,0,0.647,0.0136,0.647,0.906,0.0,0.0497,-6.617,0.0514,132.996,4
30,Born This Way,Born This Way (International Standard Version),Lady Gaga,2011-05-23,260253,46,0.587,0.00364,0.587,0.828,0.0,0.327,-5.105,0.149,123.884,4
31,Sexy Drag Queen (dootdoot 'doot-swift' remix),"Essential, Vol. 2",RuPaul,2017-06-09,184933,34,0.76,0.165,0.76,0.663,0.0222,0.368,-6.999,0.0768,129.047,4
34,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,189693,71,0.753,0.00994,0.753,0.931,0.00696,0.234,-4.922,0.0652,113.029,4
35,Rhythm Nation,Rhythm Nation 1814,Janet Jackson,1989-09-19,330933,53,0.633,0.0504,0.633,0.931,0.109,0.375,-7.752,0.0686,109.116,4
36,That's The Way Love Goes,Janet,Janet Jackson,1993-05-18,265106,66,0.703,0.302,0.703,0.7,0.471,0.0718,-6.789,0.0693,97.675,4
37,All For You,All For You,Janet Jackson,2001-01-01,329933,65,0.753,0.0174,0.753,0.934,0.065,0.128,-3.011,0.0736,113.525,3
39,Monsters,Monsters,Saara Aalto,2018-02-09,180586,39,0.581,0.0103,0.581,0.731,0.0,0.0602,-4.482,0.0387,121.931,4
40,We Got Love,We Got Love,Jessica Mauboy,2018-03-09,202247,52,0.606,0.00426,0.606,0.82,0.0,0.226,-4.227,0.0731,113.99,4
42,Be Alright,Be Alright,Ariana Grande,2016-03-18,177293,0,0.803,0.221,0.803,0.464,1.13e-06,0.123,-7.684,0.0983,108.781,4
43,Just Dance,The Fame Monster (Deluxe),Lady Gaga,2009-01-01,241933,0,0.818,0.0335,0.818,0.732,4.95e-05,0.19,-4.474,0.0334,119.002,4
44,Supermodel (You Better Work),Supermodel To The World,RuPaul,1993-06-08,239933,1,0.792,0.0152,0.792,0.562,7.48e-05,0.428,-11.379,0.0929,126.222,4
52,Father Figure - Remastered,Twenty Five,George Michael,2006-11-11,340520,30,0.694,0.251,0.694,0.416,2.07e-05,0.0831,-9.625,0.0251,102.033,4
53,Careless Whisper - Remastered,Twenty Five,George Michael,2006-11-11,303426,58,0.596,0.138,0.596,0.641,0.0,0.318,-8.88,0.0336,76.59,4
55,Desire,Communion (Deluxe),Years & Years,2015-06-22,203204,52,0.706,0.299,0.706,0.777,0.0,0.298,-4.591,0.0567,126.008,4
56,You Make Me Feel (Mighty Real),Step II,Sylvester,1978,395573,1,0.642,0.0455,0.642,0.806,0.314,0.0498,-12.973,0.032,131.577,4
58,The Realness (feat. Eric Kupper),Realness,RuPaul,2015-03-02,205266,49,0.708,0.00219,0.708,0.814,9.74e-05,0.109,-5.737,0.045,125.991,4
59,Cover Girl,Champion,RuPaul,2009-04-07,178626,55,0.918,0.00334,0.918,0.746,2.86e-05,0.0959,-4.779,0.0851,127.995,4
60,We Found Love,Talk That Talk (Deluxe),Rihanna,2012-07-18,215226,60,0.734,0.025,0.734,0.766,0.00138,0.108,-4.485,0.0383,127.986,4
61,Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2008-11-14,208066,67,0.694,0.0895,0.694,0.825,1.86e-05,0.0618,-5.986,0.111,121.949,4
63,Love On Top,4,Beyoncé,2011-06-24,267413,76,0.652,0.0849,0.652,0.748,0.0,0.604,-5.242,0.0887,94.1,4
70,"All Things (From ""Queer Eye"")","All Things (From ""Queer Eye"")",Betty Who,2018-06-01,104331,48,0.681,0.076,0.681,0.726,5.13e-06,0.0761,-6.924,0.233,127.892,4
72,See Through,"PTX, Vol. III",Pentatonix,2014-09-23,199373,44,0.643,0.0362,0.643,0.471,0.0,0.37,-8.752,0.0298,128.134,4
74,R&B Junkie,Damita Jo,Janet Jackson,2004-01-01,190880,37,0.848,0.0509,0.848,0.673,0.00396,0.0804,-4.393,0.0596,115.466,4
75,American,American,RuPaul,2017-03-24,184426,39,0.683,0.0115,0.683,0.771,0.000109,0.133,-6.162,0.0963,121.03,4
76,"Charisma, Uniqueness, Nerve & Talent",American,RuPaul,2017-03-24,230666,39,0.69,0.0031,0.69,0.85,0.0266,0.0986,-6.923,0.0432,123.959,4
78,Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,2012-10-29,212560,72,0.573,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,4
79,Thinking About You (feat. Ayah Marar),18 Months,Calvin Harris,2012-10-29,247933,66,0.725,0.00262,0.725,0.874,0.000412,0.0958,-3.715,0.0396,127.985,4
80,I Need Your Love (feat. Ellie Goulding),18 Months,Calvin Harris,2012-10-29,234506,71,0.695,0.41,0.695,0.869,0.0,0.237,-5.066,0.0483,124.989,4
82,Sanctify,Palo Santo (Deluxe),Years & Years,2018-07-06,192000,0,0.682,0.0162,0.682,0.63,2.86e-05,0.282,-5.554,0.0738,101.978,4
83,Hallelujah,Palo Santo (Deluxe),Years & Years,2018-07-06,219986,0,0.693,0.00377,0.693,0.878,3.19e-05,0.126,-4.112,0.0684,123.969,4
85,Together,Nirvana,Sam Smith,2013-01-01,142435,37,0.678,0.129,0.678,0.625,1.65e-05,0.0426,-4.59,0.466,175.179,4
86,Safe With Me,Nirvana,Sam Smith,2013-01-01,184748,48,0.62,0.028,0.62,0.663,0.0,0.37,-6.812,0.0533,122.046,4
